"Position","StartingSpots","ValueMeanDP","ADPMeanDP","MarginalPointsPerSeason","PositionPointsPerSeason","PositionPointsPerGame"
"QB",1,81,49.1111111111111,0.997058967692246,-31.7951026364083,-1.98719391477552
"RB",2.5,55.375,67.5833333333333,0.735758364004828,22.4559584013974,1.40349740008733
"WR",2.5,66.375,63.9166666666667,0.8017179654656,-4.92722499609067,-0.307951562255667
"TE",1,75.875,82.375,0.780609311320921,5.07396052358599,0.317122532724124
