"Team","Year","Lg","Rec","WinPct","PDpG","OffPass","OffRun","DefPass","DefRun","TotOff","TotDef","ST","Total","Link"
"RAI","1962","AFL","1-13-0",0.071,-11.2,-29.6,-7.2,-5.3,14.7,-19.9,5.7,-5.4,-31,"http://www.pro-football-reference.com/teams/rai/1962.htm"
"RAI","1963","AFL","10-4-0",0.714,5.8,-7.4,5.9,-22.5,-4.2,-1.9,-14.7,1.2,14,"http://www.pro-football-reference.com/teams/rai/1963.htm"
"RAI","1964","AFL","5-7-2",0.429,-3.4,2.8,5.2,8.8,17.9,3.7,13,6.5,-2.8,"http://www.pro-football-reference.com/teams/rai/1964.htm"
"RAI","1965","AFL","8-5-1",0.607,4.2,10.7,-0.9,1.7,-0.2,5.4,0.9,-4.1,0.4,"http://www.pro-football-reference.com/teams/rai/1965.htm"
"RAI","1966","AFL","8-5-1",0.607,1.9,6.9,-2.7,-19.7,4.5,2.8,-7.9,-6.4,4.4,"http://www.pro-football-reference.com/teams/rai/1966.htm"
"RAI","1967","AFL","13-1-0",0.929,16.8,18.7,3.7,-34.5,-13.2,11.6,-26,6.8,44.3,"http://www.pro-football-reference.com/teams/rai/1967.htm"
"RAI","1968","AFL","12-2-0",0.857,15.7,28.8,8.9,-17.4,1,19.1,-8.7,7.1,34.9,"http://www.pro-football-reference.com/teams/rai/1968.htm"
"RAI","1969","AFL","12-1-1",0.893,9.6,29.2,-8.1,-26.1,-4.3,10.4,-15.6,0.3,26.2,"http://www.pro-football-reference.com/teams/rai/1969.htm"
"RAI","1970","NFL","8-4-2",0.643,0.5,24.7,8.6,-2.1,4,16.4,1.2,0.1,15.2,"http://www.pro-football-reference.com/teams/rai/1970.htm"
"RAI","1971","NFL","8-4-2",0.643,4.7,2.1,14.3,4,-0.9,8.9,1.3,2.9,10.5,"http://www.pro-football-reference.com/teams/rai/1971.htm"
"RAI","1972","NFL","10-3-1",0.75,8.4,18.3,16,-0.5,-9.3,17,-5.4,-6.3,16.1,"http://www.pro-football-reference.com/teams/rai/1972.htm"
"RAI","1973","NFL","9-4-1",0.679,8.4,15.5,9.6,-16.6,-13.1,12.1,-14.8,4.4,31.3,"http://www.pro-football-reference.com/teams/rai/1973.htm"
"RAI","1974","NFL","12-2-0",0.857,9.1,32.1,5.2,-17.6,4,15.7,-6.1,6,27.8,"http://www.pro-football-reference.com/teams/rai/1974.htm"
"RAI","1975","NFL","11-3-0",0.786,8.6,7.7,5.7,-30.8,0.3,6.4,-14.9,9.2,30.5,"http://www.pro-football-reference.com/teams/rai/1975.htm"
"RAI","1976","NFL","13-1-0",0.929,8.1,50.6,6.8,18.7,1,24.8,9.4,3.4,18.8,"http://www.pro-football-reference.com/teams/rai/1976.htm"
"RAI","1977","NFL","11-3-0",0.786,8.6,22,6.8,-9.6,1.8,12,-3.9,5.1,20.9,"http://www.pro-football-reference.com/teams/rai/1977.htm"
"RAI","1978","NFL","9-7-0",0.563,1.8,4.1,-3.3,-3,-5.2,0,-4.2,-1.4,2.9,"http://www.pro-football-reference.com/teams/rai/1978.htm"
"RAI","1979","NFL","9-7-0",0.563,1.8,12.7,-9.4,0.5,4.5,2.3,2.5,0.2,-0.1,"http://www.pro-football-reference.com/teams/rai/1979.htm"
"RAI","1980","NFL","11-5-0",0.688,3.6,-9.8,-5.7,-12.4,-2,-7.7,-7.6,0.1,0,"http://www.pro-football-reference.com/teams/rai/1980.htm"
"RAI","1981","NFL","7-9-0",0.438,-4.4,-30.8,-5.2,7.4,-9.5,-19.3,-0.6,-4.6,-23.3,"http://www.pro-football-reference.com/teams/rai/1981.htm"
"RAI","1982","NFL","8-1-0",0.889,6.7,-9.1,-4.3,-25.4,-3.9,-6.7,-17.6,0.9,11.8,"http://www.pro-football-reference.com/teams/rai/1982.htm"
"RAI","1983","NFL","12-4-0",0.75,6.5,-2.2,2.5,-11.2,-6.1,0.1,-9,3.3,12.5,"http://www.pro-football-reference.com/teams/rai/1983.htm"
"RAI","1984","NFL","11-5-0",0.688,5.6,-14.2,-5.9,-22.3,-5.4,-10.2,-14.3,4.4,8.6,"http://www.pro-football-reference.com/teams/rai/1984.htm"
"RAI","1985","NFL","12-4-0",0.75,2.9,-4.8,1.2,-12.1,-15.5,-1.9,-13.6,3.6,15.3,"http://www.pro-football-reference.com/teams/rai/1985.htm"
"RAI","1986","NFL","8-8-0",0.5,-1.4,-9.5,-9.5,-17.1,0.8,-9.5,-9.3,2.7,2.5,"http://www.pro-football-reference.com/teams/rai/1986.htm"
"RAI","1987","NFL","5-10-0",0.333,0.8,1,8.2,2.6,-5.2,4.5,-1.3,-1,4.8,"http://www.pro-football-reference.com/teams/rai/1987.htm"
"RAI","1988","NFL","7-9-0",0.438,-2.8,-17.9,-8.9,0.9,-0.9,-13.6,0,2.4,-11.2,"http://www.pro-football-reference.com/teams/rai/1988.htm"
"RAI","1989","NFL","8-8-0",0.5,1.1,-9.2,3.5,-3.5,1.4,-2.9,-1.1,-2.7,-4.4,"http://www.pro-football-reference.com/teams/rai/1989.htm"
"RAI","1990","NFL","12-4-0",0.75,4.3,30.8,3.3,-2.3,-9.9,15,-5.9,-0.8,20.1,"http://www.pro-football-reference.com/teams/rai/1990.htm"
"RAI","1991","NFL","9-7-0",0.563,0.1,-8.3,-2.9,-1.3,5.2,-5.6,1.6,4.9,-2.3,"http://www.pro-football-reference.com/teams/rai/1991.htm"
"RAI","1992","NFL","7-9-0",0.438,-2,-19.7,3.1,8.6,-1.4,-9.3,3.6,-2.2,-15.2,"http://www.pro-football-reference.com/teams/rai/1992.htm"
"RAI","1993","NFL","10-6-0",0.625,-1.3,12.4,-5.2,0.5,4.9,4.6,2.7,4.1,6,"http://www.pro-football-reference.com/teams/rai/1993.htm"
"RAI","1994","NFL","9-7-0",0.563,-1.5,-8.5,-9.2,-5.2,-6.5,-8.8,-5.7,1,-2.1,"http://www.pro-football-reference.com/teams/rai/1994.htm"
"RAI","1995","NFL","8-8-0",0.5,1,-0.5,-0.1,2.5,-9.3,-0.3,-2.7,2.1,4.4,"http://www.pro-football-reference.com/teams/rai/1995.htm"
"RAI","1996","NFL","7-9-0",0.438,2.9,-15,5.7,-1.1,-7.1,-5.9,-3.9,0.9,-1,"http://www.pro-football-reference.com/teams/rai/1996.htm"
"RAI","1997","NFL","4-12-0",0.25,-5.9,7.3,5,29.4,8.8,6.4,19.7,-2.4,-15.6,"http://www.pro-football-reference.com/teams/rai/1997.htm"
"RAI","1998","NFL","8-8-0",0.5,-4.3,-29.8,-12.3,-11.2,-12.9,-22.2,-12,-6.3,-16.5,"http://www.pro-football-reference.com/teams/rai/1998.htm"
"RAI","1999","NFL","8-8-0",0.5,3.8,21.4,15.4,-9,4.7,18.6,-3.5,-7.6,14.5,"http://www.pro-football-reference.com/teams/rai/1999.htm"
"RAI","2000","NFL","12-4-0",0.75,11.3,21.3,15,0.2,1.3,18.1,0.6,0.1,17.5,"http://www.pro-football-reference.com/teams/rai/2000.htm"
"RAI","2001","NFL","10-6-0",0.625,4.5,26.1,-0.2,-4.7,13.4,14.6,3.2,0,11.4,"http://www.pro-football-reference.com/teams/rai/2001.htm"
"RAI","2002","NFL","11-5-0",0.688,9.1,27.4,6,-13.6,-8.7,19.1,-11.7,-0.7,30.1,"http://www.pro-football-reference.com/teams/rai/2002.htm"
"RAI","2003","NFL","4-12-0",0.25,-6.8,-19.8,1.4,14.6,4.1,-10.7,9.1,3.7,-16.1,"http://www.pro-football-reference.com/teams/rai/2003.htm"
"RAI","2004","NFL","5-11-0",0.313,-7.6,-4,-0.9,28.6,-2.7,-2.9,12.9,-2.2,-18,"http://www.pro-football-reference.com/teams/rai/2004.htm"
"RAI","2005","NFL","4-12-0",0.25,-5.8,-4.8,-2,15.3,-3.7,-3.8,5.9,-5.3,-15,"http://www.pro-football-reference.com/teams/rai/2005.htm"
"RAI","2006","NFL","2-14-0",0.125,-10.3,-54.3,-18.2,-15.7,-2.8,-39.3,-8.6,-5.1,-35.8,"http://www.pro-football-reference.com/teams/rai/2006.htm"
"RAI","2007","NFL","4-12-0",0.25,-7.2,-34.1,-8.9,3.1,19.2,-21.3,11.3,-7.1,-39.7,"http://www.pro-football-reference.com/teams/rai/2007.htm"
"RAI","2008","NFL","5-11-0",0.313,-7.8,-34.5,-13.7,-13.1,3.7,-24.1,-4.4,7.2,-12.6,"http://www.pro-football-reference.com/teams/rai/2008.htm"
"RAI","2009","NFL","5-11-0",0.313,-11.4,-39.1,-10.7,9.1,8.6,-26.8,8.8,-1.2,-36.8,"http://www.pro-football-reference.com/teams/rai/2009.htm"
"RAI","2010","NFL","8-8-0",0.5,2.4,-21,9.4,-14,2.5,-6.3,-6.1,1.9,1.8,"http://www.pro-football-reference.com/teams/rai/2010.htm"
"RAI","2011","NFL","8-8-0",0.5,-4.6,1.5,9.6,2.8,17.6,5.2,8.7,-2.9,-6.4,"http://www.pro-football-reference.com/teams/rai/2011.htm"
"RAI","2012","NFL","4-12-0",0.25,-9.6,-3.9,-12.7,19.7,9.5,-7.1,15.2,-5.4,-27.7,"http://www.pro-football-reference.com/teams/rai/2012.htm"
"RAI","2013","NFL","4-12-0",0.25,-8.2,-30,-1.6,13.5,-4.3,-17.6,5.9,-4.2,-27.6,"http://www.pro-football-reference.com/teams/rai/2013.htm"
"RAM","1950","NFL","9-3-0",0.75,13.1,40,14.2,-3.9,5.2,28.5,0.7,-2,25.8,"http://www.pro-football-reference.com/teams/ram/1950.htm"
"RAM","1951","NFL","8-4-0",0.667,10.9,50,21.1,-15,7.5,35,-2.3,-7.4,30,"http://www.pro-football-reference.com/teams/ram/1951.htm"
"RAM","1952","NFL","9-3-0",0.75,9.6,23.1,9.9,-16.6,-4.9,16,-10.5,8.1,34.5,"http://www.pro-football-reference.com/teams/ram/1952.htm"
"RAM","1953","NFL","8-3-1",0.708,10.8,43.4,16.4,-3.7,6.9,28.4,1.4,-4.5,22.5,"http://www.pro-football-reference.com/teams/ram/1953.htm"
"RAM","1954","NFL","6-5-1",0.542,2.4,47.3,24.2,18.8,11,34.4,15.1,-2.5,16.8,"http://www.pro-football-reference.com/teams/ram/1954.htm"
"RAM","1955","NFL","8-3-1",0.708,2.4,8.8,5.3,10.9,-2.4,6.8,3.9,-0.7,2.3,"http://www.pro-football-reference.com/teams/ram/1955.htm"
"RAM","1956","NFL","4-8-0",0.333,-1.3,-5,13.7,9.8,0.1,4.8,4,-2,-1.3,"http://www.pro-football-reference.com/teams/ram/1956.htm"
"RAM","1957","NFL","6-6-0",0.5,2.4,2.1,14.4,5.9,4.2,9.4,5,1.2,5.6,"http://www.pro-football-reference.com/teams/ram/1957.htm"
"RAM","1958","NFL","8-4-0",0.667,5.5,2,13.6,-11,5.4,7.5,-2.9,-0.9,9.5,"http://www.pro-football-reference.com/teams/ram/1958.htm"
"RAM","1959","NFL","2-10-0",0.167,-6.1,11.9,13.5,21,0.6,12.7,9.3,-3.8,-0.4,"http://www.pro-football-reference.com/teams/ram/1959.htm"
"RAM","1960","NFL","4-7-1",0.375,-2.7,-8.3,0.8,18.5,-6.2,-4,5.2,2.4,-6.8,"http://www.pro-football-reference.com/teams/ram/1960.htm"
"RAM","1961","NFL","4-10-0",0.286,-5,-6.3,12.6,4.3,8.5,3,6.8,2.9,-0.9,"http://www.pro-football-reference.com/teams/ram/1961.htm"
"RAM","1962","NFL","1-12-1",0.107,-8.1,-12.4,3.8,13.9,1.4,-4.6,7,0.2,-11.4,"http://www.pro-football-reference.com/teams/ram/1962.htm"
"RAM","1963","NFL","5-9-0",0.357,-10,-23.4,-8.3,15.8,2.8,-16.3,9.1,-1.7,-27.1,"http://www.pro-football-reference.com/teams/ram/1963.htm"
"RAM","1964","NFL","5-7-2",0.429,-4,-25.4,-6.9,-7.2,-4.5,-16.5,-5.9,2.2,-8.4,"http://www.pro-football-reference.com/teams/ram/1964.htm"
"RAM","1965","NFL","4-10-0",0.286,-4.2,2.1,-9.4,13.6,-11.4,-2.9,0.5,-0.2,-3.6,"http://www.pro-football-reference.com/teams/ram/1965.htm"
"RAM","1966","NFL","8-6-0",0.571,5.5,-5.4,0.4,-18.4,-17.7,-2.7,-18,0.8,16.1,"http://www.pro-football-reference.com/teams/ram/1966.htm"
"RAM","1967","NFL","11-1-2",0.857,14.4,23,-4.6,-21.1,-13.3,8.1,-17.8,-8.1,17.8,"http://www.pro-football-reference.com/teams/ram/1967.htm"
"RAM","1968","NFL","10-3-1",0.75,8,-3,-2.2,-35.2,-21.3,-2.6,-28.5,-0.1,25.8,"http://www.pro-football-reference.com/teams/ram/1968.htm"
"RAM","1969","NFL","11-3-0",0.786,5.5,17,-6.8,-19.2,-13.1,5.8,-16.4,4.8,27,"http://www.pro-football-reference.com/teams/ram/1969.htm"
"RAM","1970","NFL","9-4-1",0.679,8.8,11.8,8,-16.4,-8.9,9.9,-12.8,3.7,26.5,"http://www.pro-football-reference.com/teams/ram/1970.htm"
"RAM","1971","NFL","8-5-1",0.607,3.8,10.4,13.8,-5.1,-7.5,12.3,-6.4,3.8,22.4,"http://www.pro-football-reference.com/teams/ram/1971.htm"
"RAM","1972","NFL","6-7-1",0.464,0.4,-2.7,12,-3.2,2.9,5.3,0,3.9,9.3,"http://www.pro-football-reference.com/teams/ram/1972.htm"
"RAM","1973","NFL","12-2-0",0.857,15,44.3,15.1,-12.8,-11,24,-11.9,0.8,36.7,"http://www.pro-football-reference.com/teams/ram/1973.htm"
"RAM","1974","NFL","10-4-0",0.714,5.9,27.4,-0.5,-1.8,-10.5,10.3,-5.9,-0.9,15.4,"http://www.pro-football-reference.com/teams/ram/1974.htm"
"RAM","1975","NFL","12-2-0",0.857,12.6,15.6,5.4,-15.4,-10.8,9.3,-13.2,3.8,26.2,"http://www.pro-football-reference.com/teams/ram/1975.htm"
"RAM","1976","NFL","10-3-1",0.75,11.5,28.2,5.1,-18.1,-9,13.4,-13.6,3.4,30.5,"http://www.pro-football-reference.com/teams/ram/1976.htm"
"RAM","1977","NFL","10-4-0",0.714,11.1,25.6,7.5,-5.4,-3.2,14.2,-4.2,0.5,18.9,"http://www.pro-football-reference.com/teams/ram/1977.htm"
"RAM","1978","NFL","12-4-0",0.75,4.4,8.3,-1.7,-20.9,-5.9,2.8,-12.9,-0.1,15.6,"http://www.pro-football-reference.com/teams/ram/1978.htm"
"RAM","1979","NFL","9-7-0",0.563,0.9,-24.5,-3.5,-27,-12.1,-13.1,-19.2,-5.5,0.7,"http://www.pro-football-reference.com/teams/ram/1979.htm"
"RAM","1980","NFL","11-5-0",0.688,8.4,3,5.6,-27.6,6.7,4.5,-12.5,-3.3,13.6,"http://www.pro-football-reference.com/teams/ram/1980.htm"
"RAM","1981","NFL","6-10-0",0.375,-3,-38.2,4.9,-11.6,0.4,-16,-5,1.4,-9.6,"http://www.pro-football-reference.com/teams/ram/1981.htm"
"RAM","1982","NFL","2-7-0",0.222,-5.6,-0.7,12.7,31.7,11.7,5.2,21.6,-3.7,-20,"http://www.pro-football-reference.com/teams/ram/1982.htm"
"RAM","1983","NFL","9-7-0",0.563,1.1,0.7,10.2,-1.2,-4.4,5.4,-2.7,0.2,8.3,"http://www.pro-football-reference.com/teams/ram/1983.htm"
"RAM","1984","NFL","10-6-0",0.625,1.9,-17.7,17.5,2,-7.2,2.7,-1.9,9.8,14.4,"http://www.pro-football-reference.com/teams/ram/1984.htm"
"RAM","1985","NFL","11-5-0",0.688,3.9,-12.4,-3.3,-15.1,-8.4,-7.6,-12.3,13.3,17.9,"http://www.pro-football-reference.com/teams/ram/1985.htm"
"RAM","1986","NFL","10-6-0",0.625,2.6,-18.5,3.2,-4,-7.1,-6.1,-5.4,0.3,-0.3,"http://www.pro-football-reference.com/teams/ram/1986.htm"
"RAM","1987","NFL","6-9-0",0.4,-2.9,1.7,4.1,7.1,0.1,3,4.1,3.4,2.3,"http://www.pro-football-reference.com/teams/ram/1987.htm"
"RAM","1988","NFL","10-6-0",0.625,7.1,28.9,0.1,-9.9,0.3,15.1,-5.9,-1.1,19.8,"http://www.pro-football-reference.com/teams/ram/1988.htm"
"RAM","1989","NFL","11-5-0",0.688,5.1,23.6,4.1,0,-1.1,14.6,-0.5,-0.9,14.2,"http://www.pro-football-reference.com/teams/ram/1989.htm"
"RAM","1990","NFL","5-11-0",0.313,-4.2,16.5,2,27,2.3,10.5,16.1,-1.4,-7.1,"http://www.pro-football-reference.com/teams/ram/1990.htm"
"RAM","1991","NFL","3-13-0",0.188,-9.8,6.6,-12.7,35.3,-0.7,-1.4,16.9,1.9,-16.4,"http://www.pro-football-reference.com/teams/ram/1991.htm"
"RAM","1992","NFL","6-10-0",0.375,-4.4,4.6,-1,0.8,21.5,2.2,10.5,-2.1,-10.4,"http://www.pro-football-reference.com/teams/ram/1992.htm"
"RAM","1993","NFL","5-11-0",0.313,-9.1,-9.3,11,29.8,2.6,0.3,16.8,-7.8,-24.3,"http://www.pro-football-reference.com/teams/ram/1993.htm"
"RAM","1994","NFL","4-12-0",0.25,-4.9,-8.4,-12.2,8.9,1.8,-10,5.6,-5.7,-21.3,"http://www.pro-football-reference.com/teams/ram/1994.htm"
"RAM","1995","NFL","7-9-0",0.438,-6.8,-9.1,-9.3,-10.8,7.5,-9.2,-3.1,-1.6,-7.7,"http://www.pro-football-reference.com/teams/ram/1995.htm"
"RAM","1996","NFL","6-10-0",0.375,-6.6,-40,-11.5,-3.3,7.7,-27,1.6,-1,-29.7,"http://www.pro-football-reference.com/teams/ram/1996.htm"
"RAM","1997","NFL","5-11-0",0.313,-3.8,1.2,-7.1,-6.3,-3.8,-2.4,-5.2,-9.5,-6.7,"http://www.pro-football-reference.com/teams/ram/1997.htm"
"RAM","1998","NFL","4-12-0",0.25,-5.8,-17.2,-3.7,-12.5,4.3,-11.9,-4.5,-0.7,-8.1,"http://www.pro-football-reference.com/teams/ram/1998.htm"
"RAM","1999","NFL","13-3-0",0.813,17.8,28.3,10.2,-11,-14.7,20.4,-12.2,3.2,35.9,"http://www.pro-football-reference.com/teams/ram/1999.htm"
"RAM","2000","NFL","10-6-0",0.625,4.3,34.2,25.4,5.6,17.4,30.9,10.3,3.5,24.1,"http://www.pro-football-reference.com/teams/ram/2000.htm"
"RAM","2001","NFL","14-2-0",0.875,14.4,30.7,16.2,-13.2,-1.4,24.7,-8.7,-5.6,27.7,"http://www.pro-football-reference.com/teams/ram/2001.htm"
"RAM","2002","NFL","7-9-0",0.438,-3.3,-6.8,-6.2,2.7,-7.4,-6.6,-2.1,-3.8,-8.3,"http://www.pro-football-reference.com/teams/ram/2002.htm"
"RAM","2003","NFL","12-4-0",0.75,7.4,-1.4,-3.2,-10.9,3.2,-2.1,-4.9,-5.1,-2.3,"http://www.pro-football-reference.com/teams/ram/2003.htm"
"RAM","2004","NFL","8-8-0",0.5,-4.6,7.9,4,24,12.8,6.4,18.7,-9.2,-21.4,"http://www.pro-football-reference.com/teams/ram/2004.htm"
"RAM","2005","NFL","6-10-0",0.375,-4.1,-3.8,2.7,10.8,21,-1.4,15.4,-2.8,-19.6,"http://www.pro-football-reference.com/teams/ram/2005.htm"
"RAM","2006","NFL","8-8-0",0.5,-0.9,19.7,5.4,9.1,19,14,14,-4.1,-4.1,"http://www.pro-football-reference.com/teams/ram/2006.htm"
"RAM","2007","NFL","3-13-0",0.188,-10.9,-30.2,-11.6,5.9,11,-22.9,8.2,-2.5,-33.5,"http://www.pro-football-reference.com/teams/ram/2007.htm"
"RAM","2008","NFL","2-14-0",0.125,-14.6,-32.8,-1.6,14.4,19.6,-19.6,17.1,-0.8,-37.5,"http://www.pro-football-reference.com/teams/ram/2008.htm"
"RAM","2009","NFL","1-15-0",0.063,-16.3,-36.7,-5.8,26.4,12.4,-24,19.5,2.9,-40.7,"http://www.pro-football-reference.com/teams/ram/2009.htm"
"RAM","2010","NFL","7-9-0",0.438,-2.4,-9.5,-10.6,2.3,-0.3,-10,1.3,0.4,-10.9,"http://www.pro-football-reference.com/teams/ram/2010.htm"
"RAM","2011","NFL","2-14-0",0.125,-13.4,-20.2,-8.6,-2,9.4,-15.5,3.6,-4.1,-23.3,"http://www.pro-football-reference.com/teams/ram/2011.htm"
"RAM","2012","NFL","7-8-1",0.469,-3.1,3.4,-8.2,-3.3,4.3,-1.3,-0.1,-3.2,-4.5,"http://www.pro-football-reference.com/teams/ram/2012.htm"
"RAM","2013","NFL","7-9-0",0.438,-1,2.5,-5.7,4.8,-6,-1.1,0.1,4.4,3.1,"http://www.pro-football-reference.com/teams/ram/2013.htm"
"RAV","1996","NFL","4-12-0",0.25,-4.4,17.5,13.5,30.1,1.5,15.9,16.6,-1.8,-2.6,"http://www.pro-football-reference.com/teams/rav/1996.htm"
"RAV","1997","NFL","6-9-1",0.406,-1.2,-3.9,-5.5,3.4,-3.8,-4.5,0.2,2.1,-2.7,"http://www.pro-football-reference.com/teams/rav/1997.htm"
"RAV","1998","NFL","6-10-0",0.375,-4.1,-19.3,-7.7,9.1,-6.5,-14.2,2.1,4.3,-12,"http://www.pro-football-reference.com/teams/rav/1998.htm"
"RAV","1999","NFL","8-8-0",0.5,2.9,-27.6,-1.5,-23.5,-20.1,-16.7,-22.2,-1.5,4,"http://www.pro-football-reference.com/teams/rav/1999.htm"
"RAV","2000","NFL","12-4-0",0.75,10.5,-13.7,4,-15.2,-30.8,-5.2,-21.3,10.1,26.3,"http://www.pro-football-reference.com/teams/rav/2000.htm"
"RAV","2001","NFL","10-6-0",0.625,2.4,-6.2,-6.8,-8.5,-8.5,-6.5,-8.5,4.7,6.7,"http://www.pro-football-reference.com/teams/rav/2001.htm"
"RAV","2002","NFL","7-9-0",0.438,-2.4,-13.5,-6.7,-2.4,-4,-10.4,-3.1,-3.2,-10.6,"http://www.pro-football-reference.com/teams/rav/2002.htm"
"RAV","2003","NFL","10-6-0",0.625,6.9,-40.4,1.6,-30.1,-20.7,-17.4,-26,0.4,9,"http://www.pro-football-reference.com/teams/rav/2003.htm"
"RAV","2004","NFL","9-7-0",0.563,3.1,-10.8,-1.4,-16.2,-12.3,-6.1,-14.4,2.7,10.9,"http://www.pro-football-reference.com/teams/rav/2004.htm"
"RAV","2005","NFL","6-10-0",0.375,-2.1,-17.9,-11.6,-8.2,-9.2,-15.2,-8.7,0.2,-6.4,"http://www.pro-football-reference.com/teams/rav/2005.htm"
"RAV","2006","NFL","13-3-0",0.813,9.5,14.9,-15.3,-29.2,-19.4,0.8,-25.4,2.8,28.9,"http://www.pro-football-reference.com/teams/rav/2006.htm"
"RAV","2007","NFL","5-11-0",0.313,-6.8,-13.6,-6,5.3,-20,-10.3,-6.4,2.4,-1.5,"http://www.pro-football-reference.com/teams/rav/2007.htm"
"RAV","2008","NFL","11-5-0",0.688,8.8,1.7,-0.6,-30.9,-17.2,0.4,-25.5,-2.3,23.6,"http://www.pro-football-reference.com/teams/rav/2008.htm"
"RAV","2009","NFL","9-7-0",0.563,8.1,8.3,16.7,-12.3,-11.4,12.2,-11.9,-0.3,23.7,"http://www.pro-football-reference.com/teams/rav/2009.htm"
"RAV","2010","NFL","12-4-0",0.75,5.4,8.1,-8.9,-9.7,-8,0,-9,4.5,13.5,"http://www.pro-football-reference.com/teams/rav/2010.htm"
"RAV","2011","NFL","12-4-0",0.75,7,2.4,2.8,-13.8,-10.1,2.6,-12.3,-5,9.8,"http://www.pro-football-reference.com/teams/rav/2011.htm"
"RAV","2012","NFL","10-6-0",0.625,3.4,6.2,9.1,-0.4,-0.9,7.4,-0.6,8.8,16.9,"http://www.pro-football-reference.com/teams/rav/2012.htm"
"RAV","2013","NFL","8-8-0",0.5,-2,-20.6,-23.5,-5,-12.2,-21.7,-8.1,6.6,-7,"http://www.pro-football-reference.com/teams/rav/2013.htm"
"SDG","1960","AFL","10-4-0",0.714,2.6,1.8,16,-6.7,3.5,8.2,-2.1,0.8,11.1,"http://www.pro-football-reference.com/teams/sdg/1960.htm"
"SDG","1961","AFL","12-2-0",0.857,12.6,-0.5,-2.2,-29.1,-13.9,-1.3,-22.5,1.1,22.3,"http://www.pro-football-reference.com/teams/sdg/1961.htm"
"SDG","1962","AFL","4-10-0",0.286,-5.6,-14.6,-5,-4.4,3.6,-10,-0.4,7,-2.6,"http://www.pro-football-reference.com/teams/sdg/1962.htm"
"SDG","1963","AFL","11-3-0",0.786,10.3,31.3,31,-2.3,-0.2,31.1,-1.4,1.5,34,"http://www.pro-football-reference.com/teams/sdg/1963.htm"
"SDG","1964","AFL","8-5-1",0.607,2.9,13.5,-0.6,-10.1,-5.4,7.1,-8.1,-4.6,10.6,"http://www.pro-football-reference.com/teams/sdg/1964.htm"
"SDG","1965","AFL","9-2-3",0.75,8.1,22.3,11.2,-17.2,-6.1,16.4,-13.1,-4.9,24.6,"http://www.pro-football-reference.com/teams/sdg/1965.htm"
"SDG","1966","AFL","7-6-1",0.536,3.6,24.7,8.5,-10.7,20.5,17.6,6.4,3.3,14.4,"http://www.pro-football-reference.com/teams/sdg/1966.htm"
"SDG","1967","AFL","8-5-1",0.607,0.6,39.9,6.6,39.4,-1.1,24.3,20.4,0.7,4.6,"http://www.pro-football-reference.com/teams/sdg/1967.htm"
"SDG","1968","AFL","9-5-0",0.643,5.1,29.5,7.3,5.1,-1.7,19.1,1.8,0.9,18.3,"http://www.pro-football-reference.com/teams/sdg/1968.htm"
"SDG","1969","AFL","8-6-0",0.571,0.9,-0.4,14.5,6.7,2.3,6.8,4.8,1.3,3.4,"http://www.pro-football-reference.com/teams/sdg/1969.htm"
"SDG","1970","NFL","5-6-3",0.464,0.3,-0.3,1.7,27.8,10.7,0.7,18.4,-0.5,-18.2,"http://www.pro-football-reference.com/teams/sdg/1970.htm"
"SDG","1971","NFL","6-8-0",0.429,-2.1,20.7,2,20.6,24.6,12.2,22.9,0.8,-9.9,"http://www.pro-football-reference.com/teams/sdg/1971.htm"
"SDG","1972","NFL","4-9-1",0.321,-5.7,-5.6,-0.3,-0.3,-4.4,-2.6,-2.5,-3.7,-3.9,"http://www.pro-football-reference.com/teams/sdg/1972.htm"
"SDG","1973","NFL","2-11-1",0.179,-14.1,-29.6,-1.1,21.4,7.1,-14.8,12.8,-2,-29.6,"http://www.pro-football-reference.com/teams/sdg/1973.htm"
"SDG","1974","NFL","5-9-0",0.357,-5.2,9.5,2.6,36.4,15.1,5.5,24.3,-1.8,-20.6,"http://www.pro-football-reference.com/teams/sdg/1974.htm"
"SDG","1975","NFL","2-12-0",0.143,-11.1,-27.1,-0.9,16.6,5.4,-13.3,9.9,-0.9,-24,"http://www.pro-football-reference.com/teams/sdg/1975.htm"
"SDG","1976","NFL","6-8-0",0.429,-2.6,6.5,5,12.5,-1.3,5.7,4.8,-4.6,-3.7,"http://www.pro-football-reference.com/teams/sdg/1976.htm"
"SDG","1977","NFL","7-7-0",0.5,1.2,12,-8.6,-14.1,-7.6,0.6,-10.4,3.8,14.8,"http://www.pro-football-reference.com/teams/sdg/1977.htm"
"SDG","1978","NFL","9-7-0",0.563,2.9,14.7,-9.4,-12.6,0.4,1.8,-6,1.5,9.2,"http://www.pro-football-reference.com/teams/sdg/1978.htm"
"SDG","1979","NFL","12-4-0",0.75,10.3,21,0.3,-22.2,3.7,11.5,-9.8,1.1,22.4,"http://www.pro-football-reference.com/teams/sdg/1979.htm"
"SDG","1980","NFL","11-5-0",0.688,5.7,33.9,-4.8,-9.3,0.9,16.6,-4.7,-3,18.3,"http://www.pro-football-reference.com/teams/sdg/1980.htm"
"SDG","1981","NFL","10-6-0",0.625,5.5,32,12,17.3,2.6,23.5,10.8,4.5,17.2,"http://www.pro-football-reference.com/teams/sdg/1981.htm"
"SDG","1982","NFL","6-3-0",0.667,7.4,49.3,18.3,20.1,17.7,35.9,19.2,-1.7,15,"http://www.pro-football-reference.com/teams/sdg/1982.htm"
