"","id","und1","und2","pivot","flip","cega.start","entry.level","entry.risk","entry.sd","entry.fast.signal","entry.slow.signal","start.date","end.date","exp.n","past.n","cega","realized","implied","cor.mark","pnl"
"21","EURCAD/AUDCAD","EURCAD","AUDCAD","EURAUD",FALSE,-0.794901160102922,0.22003939104471,-0.872022173643221,0.2029486308752,-1.80480170904302,-0.898055174021737,2010-05-25,2010-08-25,66,65,-0.0120439569712564,0.267720661945097,0.502849763488061,0.274845786234278,-0.0435656671172462
"22","JPYUSD/GBPUSD","USDJPY","GBPUSD","GBPJPY",TRUE,-1.157883735472,-0.0494607647256152,-1.208130891742,0.193028201472371,-1.67526146645337,-1.41336214313114,2010-05-31,2010-08-31,66,65,-0.017543692961697,0.0795386932104619,0.0932381497751427,0.0799538282578765,-0.149847052348314
"23","USDGBP/AUDGBP","GBPUSD","GBPAUD","AUDUSD",FALSE,-1.09024917898776,0.31934323676136,-1.1562436426576,0.196198335219343,-1.60878776622251,-1.33953738638499,2010-05-31,2010-08-31,66,65,-0.0165189269543601,0.174862660673786,0.297986516088235,0.178593686595436,0.153452081511296
"24","USDGBP/CADGBP","GBPUSD","GBPCAD","USDCAD",FALSE,-0.789049607276813,0.484228070954421,-0.639769951846065,0.15,-2.40215280161943,-1.7747835695435,2010-05-31,2010-08-31,66,65,-0.0119552970799517,0.444216184929908,0.495600497424253,0.445773285308525,0.0303427335118088
"25","CHFGBP/EURGBP","GBPCHF","EURGBP","EURCHF",TRUE,-1.48529690902895,0.755480348437731,-1.20429479110456,0.15,-1.829032745826,-0.268725919427681,2010-05-31,2010-08-31,66,65,-0.0225044986216508,0.463758598046216,0.532564461631998,0.465843624215482,0.430196531228578
"26","JPYGBP/EURGBP","GBPJPY","EURGBP","EURJPY",TRUE,-1.25778898720236,0.305699492514828,-1.01982890854246,0.15,-1.4907142966851,-1.11550452560773,2010-05-31,2010-08-31,66,65,-0.0190574088970055,0.250263313286405,0.329239559754713,0.252656532876354,0.0667168504818926
"27","CADGBP/EURGBP","GBPCAD","EURGBP","EURCAD",TRUE,-0.013191756249688,0.388028920704132,-0.0115908818776584,0.162549482175091,-1.59425756659928,-0.567342196255104,2010-05-31,2010-08-31,66,65,-0.000199875094692242,0.3968960484371,0.325356979896612,0.394728197875267,-8.8375231490716e-05
"28","USDAUD/EURAUD","AUDUSD","EURAUD","EURUSD",TRUE,1.40494299800738,0.569724763936258,1.13914297135733,0.15,1.56948375341687,1.96837832199461,2010-05-31,2010-08-31,66,65,0.0212870151213239,0.721655072380572,0.552406693193994,0.716526333617342,0.206247837419931
"29","CADAUD/GBPAUD","AUDCAD","GBPAUD","GBPCAD",TRUE,1.21148480672505,0.457585636200189,1.10452107966727,0.16866608528985,1.60067671983872,0.959059904387495,2010-05-31,2010-08-31,66,65,0.018355830404925,0.494343890711096,0.459774053335343,0.493296319881528,0.0432629507177062
"30","GBPCAD/AUDCAD","GBPCAD","AUDCAD","GBPAUD",FALSE,-0.48098640206751,0.268147926793636,-0.443532335377016,0.170594182480093,-2.26552518809886,-1.29051232414232,2010-05-31,2010-08-31,66,65,-0.00728767275859863,0.152116920367349,0.3970154712365,0.159538088575505,0.0522398553136729
"31","JPYCHF/EURCHF","CHFJPY","EURCHF","EURJPY",TRUE,-0.852956588209319,0.046035915341873,-1.07593512293161,0.233362401432676,-1.43708525782143,-1.70880949660125,2010-06-04,2010-09-04,65,65,0,0.221108370236704,0.147068288539457,0.219969292056747,-0.148357619578445
"32","JPYCHF/AUDCHF","CHFJPY","AUDCHF","AUDJPY",TRUE,-0.967343260957935,-0.0836027036788053,-1.28496791433683,0.245744270670688,-1.70785805497405,-1.81050953081542,2010-06-04,2010-09-04,65,65,0,-0.103184897144004,0.0574686191381758,-0.100713304585816,0.0165518244783378
"33","USDCHF/CADCHF","USDCHF","CADCHF","USDCAD",FALSE,-1.01406567086074,0.406900181471389,-1.05010702843523,0.191575167016176,-1.48900322562178,-1.11490435127327,2010-06-04,2010-09-04,65,65,0,0.633601963323415,0.606687790114581,0.633187899120202,-0.22947060620509
"34","USDJPY/EURJPY","USDJPY","EURJPY","EURUSD",FALSE,1.55368704793426,0.627993014833192,1.25974625508183,0.15,1.69294835437112,2.39202746366401,2010-06-04,2010-09-04,65,65,0,0.533365609019901,0.648863348469199,0.535142497319121,-0.144260646455605
"35","JPYGBP/AUDGBP","GBPJPY","GBPAUD","AUDJPY",FALSE,-0.666923884580394,0.0307924513261602,-1.02406212208592,0.284067637951056,-1.39143913719676,-1.22254931541948,2010-06-04,2010-09-04,65,65,0,-0.194197278181959,0.0430855153051384,-0.190546773666773,0.147616415742301
"36","JPYGBP/EURGBP","GBPJPY","EURGBP","EURJPY",TRUE,-0.348146770493691,0.321688257713984,-0.282281165265155,0.15,-1.83492006050588,-1.55481290979586,2010-06-04,2010-09-04,65,65,0,0.30538308935735,0.344213181514036,0.30598047539053,0.00546861368752837
"37","USDAUD/EURAUD","AUDUSD","EURAUD","EURUSD",TRUE,0.0645504463540013,0.573665873697925,0.0523381997464876,0.15,1.6315860086032,2.06700601664549,2010-06-04,2010-09-04,65,65,0,0.716711091623978,0.552462548759842,0.714184190964529,0.00907052010047245
"38","JPYAUD/GBPAUD","AUDJPY","GBPAUD","GBPJPY",TRUE,1.46583285390614,0.594597189463653,1.18851312478876,0.15,1.67437665484864,1.59828891735907,2010-06-04,2010-09-04,65,65,0,0.792441944829915,0.565952287357366,0.788957488561106,0.284899711912072
"39","CHFCAD/USDCAD","CADCHF","USDCAD","USDCHF",TRUE,1.26590087304471,0.636786569002817,1.0264061132795,0.15,1.46715868827457,1.44149717484736,2010-06-04,2010-09-04,65,65,0,0.700936590280894,0.588440856079995,0.699205886677803,0.0790166687396209
"40","GBPCAD/AUDCAD","GBPCAD","AUDCAD","GBPAUD",FALSE,-0.11409704620948,0.242779155155436,-0.106260236114705,0.172293186671357,-2.3912524420619,-1.47697666189642,2010-06-04,2010-09-04,65,65,0,0.184525941443125,0.462129412980075,0.188796764082155,0.00615923136878645
"41","USDCHF/CADCHF","USDCHF","CADCHF","USDCAD",FALSE,-0.239877486591954,0.400815714975332,-0.249622318026822,0.19251547734247,-1.8129587826102,-1.30000695479254,2010-06-10,2010-09-10,66,65,-0.00363450737260536,0.659485047824121,0.584336063022107,0.657207805860424,-0.0615026903435717
"42","USDGBP/CADGBP","GBPUSD","GBPCAD","USDCAD",FALSE,-0.0880158250509538,0.462554475806881,-0.0713641824737463,0.15,-2.47654009934723,-2.01216810127952,2010-06-10,2010-09-10,66,65,-0.00133357310683263,0.457778018093944,0.444986013191354,0.457390381581745,0.000454522013866267
"43","USDAUD/EURAUD","AUDUSD","EURAUD","EURUSD",TRUE,0.06051124044291,0.608976038515852,0.0490631679266837,0.15,1.70441633907556,2.0133212709138,2010-06-10,2010-09-10,66,65,0.000916836976407726,0.637342132383508,0.550315359374102,0.634704957443829,0.00155688879958692
"44","JPYAUD/GBPAUD","AUDJPY","GBPAUD","GBPJPY",TRUE,0.018880177741293,0.614906743074735,0.01530825222267,0.15,1.69213763781625,1.63116755574469,2010-06-10,2010-09-10,66,65,0.000286063299110499,0.755369125396509,0.556133132401515,0.749331671063328,0.00253796653328513
"45","JPYAUD/EURAUD","AUDJPY","EURAUD","EURJPY",TRUE,1.37059968507126,0.62935090165523,1.11129704194967,0.15,1.56658421671108,1.61449215969713,2010-06-10,2010-09-10,66,65,0.020766661895019,0.731028140688149,0.578685476836494,0.726411696329008,0.133031494612645
"46","CHFCAD/AUDCAD","CADCHF","AUDCAD","AUDCHF",TRUE,-0.826308842882873,0.216918877667382,-1.1147618983832,0.249580956293996,-1.54516503108634,-1.07834057882958,2010-06-10,2010-09-10,66,65,-0.0125198309527708,0.203510946477682,0.279196544569382,0.205804449450158,0.00918395031947939
"47","GBPCAD/AUDCAD","GBPCAD","AUDCAD","GBPAUD",FALSE,-0.142673275185882,0.245162652900826,-0.134447043524291,0.174333301170723,-2.54304662419826,-1.78730529452634,2010-06-10,2010-09-10,66,65,-0.00216171629069518,0.305837539139915,0.452702744002489,0.310287999893326,-0.00929164655303696
"48","JPYCHF/AUDCHF","CHFJPY","AUDCHF","AUDJPY",TRUE,-0.0567499369012696,-0.063981614001592,-0.0753472291405808,0.245625601580107,-1.79214108622379,-2.00429341501903,2010-06-16,2010-09-16,66,65,-0.000859847528807114,-0.00372132483977762,0.123348240821396,0.00012926805904581,-0.00363828851162593
"49","USDCHF/AUDCHF","USDCHF","AUDCHF","AUDUSD",FALSE,-1.0424914886588,0.250721401099934,-1.19511897175524,0.212085194152682,-1.64968497768587,-1.35056198413691,2010-06-16,2010-09-16,66,65,-0.0157953255857393,0.524033182729788,0.561348128399966,0.525163938659188,-0.286104009531444
"50","USDCHF/CADCHF","USDCHF","CADCHF","USDCAD",FALSE,-0.000135845130953532,0.458327199774041,-0.000142003158426496,0.193386278363469,-1.7874384747238,-1.55014561906771,2010-06-16,2010-09-16,66,65,-2.058259559902e-06,0.663926869891055,0.590007192682559,0.661686879672615,-2.76254223464902e-05
"51","JPYAUD/EURAUD","AUDJPY","EURAUD","EURJPY",TRUE,0.198335774465458,0.599991352534474,0.160812790107128,0.15,1.75579615111772,1.93354867960377,2010-06-16,2010-09-16,66,65,0.00300508749190088,0.729589681193862,0.572370838519295,0.724825473840087,0.0247590721288636
"52","USDAUD/EURAUD","AUDUSD","EURAUD","EURUSD",TRUE,0.26191498209674,0.555395488310282,0.212363498997357,0.15,1.94554722878583,2.52201048502483,2010-06-22,2010-09-22,66,65,0.00396840881964758,0.633281835140352,0.611547575360419,0.632623221207627,0.0202271002791799
"53","JPYAUD/EURAUD","AUDJPY","EURAUD","EURJPY",TRUE,0.00332130523257127,0.598560706818872,0.0026929501885713,0.15,1.75765760536675,1.95196220220631,2010-06-22,2010-09-22,66,65,5.03228065541101e-05,0.679362184217839,0.569391873209359,0.676029750550915,0.000257298340309529
"54","USDCAD/AUDCAD","USDCAD","AUDCAD","AUDUSD",FALSE,-0.910843576467346,0.155864808349194,-1.19031515721783,0.241763031298265,-1.6110543184432,-1.49717473471277,2010-07-26,2010-10-26,66,65,-0.0138006602495052,0.187270696804243,0.120567950145313,0.185249401450942,-0.026764767873834
"55","USDCAD/AUDCAD","USDCAD","AUDCAD","AUDUSD",FALSE,-0.0330678226429748,0.182165714217138,-0.0433078374939113,0.242288402925002,-1.6573587660556,-1.62692232369052,2010-08-05,2010-11-05,66,65,-0.000501027615802648,0.146036327497251,0.164849650392617,0.14660642819105,0.0011758681636215
"56","USDGBP/EURGBP","GBPUSD","EURGBP","EURUSD",TRUE,-0.145306094906602,0.305572444015044,-0.117815752626974,0.15,-1.79406512330498,-0.919321933836862,2010-08-11,2010-11-11,66,65,-0.00220160749858487,0.116315251964596,0.212936753276963,0.119243176246789,0.0270747782662117
"361","USDAUD/GBPAUD","AUDUSD","GBPAUD","GBPUSD",TRUE,1.3543338637653,0.647650418763515,1.09810853818808,0.15,1.49229748916723,2.17601750841377,2010-08-27,2010-11-27,65,65,0,0.706807516509606,0.680981078175179,0.706410186689077,0.0795803435285781
"281","CHFUSD/CADUSD","USDCHF","USDCAD","CADCHF",FALSE,-1.0754823483147,0.255741278680983,-1.0799974978079,0.185776677234685,-1.59549962118317,-0.509811485197913,2010-09-02,2010-12-02,65,65,0,0.4393363148886,0.201271929775423,0.435673785886859,-0.193514235387928
"291","CHFUSD/GBPUSD","USDCHF","GBPUSD","GBPCHF",TRUE,-1.50987080665822,0.426940927572642,-1.22421957296613,0.15,-1.83735637970162,-0.459455331268005,2010-09-02,2010-12-02,65,65,0,0.437165621328215,0.440252247415339,0.437213107883401,-0.0155096651719445
"301","CHFUSD/EURUSD","USDCHF","EURUSD","EURCHF",TRUE,-1.43351334442196,0.594410861200613,-1.16230811709889,0.15,-1.796293955388,-0.0187970562297275,2010-09-02,2010-12-02,65,65,0,0.616823388051719,0.613369433664121,0.616770250291909,-0.0320524826354962
"311","JPYUSD/CADUSD","USDJPY","USDCAD","CADJPY",FALSE,-0.906097305691912,-0.17843611561468,-1.08484643018979,0.22149562560707,-1.41917405914221,-2.07932637810142,2010-09-02,2010-12-02,65,65,0,0.0675930362350639,0.215472709163834,0.0698681081262758,-0.224987788123601
"321","USDAUD/GBPAUD","AUDUSD","GBPAUD","GBPUSD",TRUE,0.470834852541597,0.630089433372729,0.381757988547241,0.15,1.97909594740061,2.55720526860453,2010-09-02,2010-12-02,65,65,0,0.69187764999047,0.65412554794513,0.691296848420542,0.0288185842384892
"331","GBPCAD/AUDCAD","GBPCAD","AUDCAD","GBPAUD",FALSE,-0.873693438915905,0.432129412980075,-0.843384499471247,0.178582241152893,-1.45458813808729,-2.04027886328568,2010-09-02,2010-12-02,65,65,0,0.338280847385041,0.396268740176453,0.339172968812601,0.0812154353740739
"241","CHFUSD/CADUSD","USDCHF","USDCAD","CADCHF",FALSE,-0.131796763565487,0.259447703302659,-0.133315317407507,0.187131558113975,-1.75975242507131,-0.688677186197281,2010-09-08,2010-12-08,65,65,0,0.486575231793128,0.238897794942797,0.482764809687739,-0.0294324718703631
"251","CHFUSD/GBPUSD","USDCHF","GBPUSD","GBPCHF",TRUE,-0.209634056539782,0.406862149719424,-0.16997355935658,0.15,-2.07010464521336,-0.469109117303557,2010-09-08,2010-12-08,65,65,0,0.48833369928399,0.447337812256233,0.487702993329717,-0.0169469939801238
"261","CHFUSD/EURUSD","USDCHF","EURUSD","EURCHF",TRUE,-0.419204966158093,0.554058869230356,-0.339895918506562,0.15,-2.26426259674494,-0.0126795221255825,2010-09-08,2010-12-08,65,65,0,0.685055356520945,0.636975525764859,0.684315666817005,-0.0546042964241729
"201","USDGBP/EURGBP","GBPUSD","EURGBP","EURUSD",TRUE,-1.5852385637707,0.3377758581784,-1.28532856521949,0.15,-1.97865181700383,-1.50671620035053,2010-09-14,2010-12-14,65,65,0,0.028648856859522,0.13089280121326,0.0302218406188103,0.487546489078073
"211","JPYAUD/GBPAUD","AUDJPY","GBPAUD","GBPJPY",TRUE,1.28304244806498,0.579862007268205,1.04030468762026,0.15,1.4302146685234,2.0020427695445,2010-09-14,2010-12-14,65,65,0,0.447196143225173,0.502124532979241,0.448041195375236,-0.16913169719707
"161","USDGBP/EURGBP","GBPUSD","EURGBP","EURUSD",TRUE,-0.274900010404138,0.3068783595399,-0.22289190032768,0.15,-2.27720133078461,-1.58598469204829,2010-09-24,2010-12-24,65,65,0,0.106869651056198,0.0521558651763042,0.1060279005042,0.0552137932785899
"171","CHFGBP/EURGBP","GBPCHF","EURGBP","EURCHF",TRUE,-1.41570445159894,0.545733642611346,-1.14786847426941,0.15,-1.67501189956922,-1.03307252551221,2010-09-24,2010-12-24,65,65,0,0.583870535592906,0.447885681677023,0.581778460917277,-0.051028809732782
"181","USDJPY/CADJPY","USDJPY","CADJPY","USDCAD",FALSE,1.24473155282486,0.664886113860548,1.00924179958773,0.15,1.30678866194152,2.80918812491601,2010-10-06,2011-01-06,66,65,0.0188595689821949,0.591848877893538,0.657937182915798,0.593851553803304,-0.0884189582442842
"191","USDJPY/GBPJPY","USDJPY","GBPJPY","GBPUSD",FALSE,1.24207962583053,0.679658236500342,1.00709158851124,0.15,1.35977863311056,2.24972301092387,2010-10-18,2011-01-18,66,65,0.0188193882701595,0.440855211039045,0.586873318913277,0.445280002186749,-0.291116429579047
"2011","USDJPY/AUDJPY","USDJPY","AUDJPY","AUDUSD",FALSE,1.24947714039054,0.544985509368829,1.01308957328963,0.15,1.30200465202357,2.90993511249668,2010-10-18,2011-01-18,66,65,0.0189314718240991,0.162614676742786,0.435296805951981,0.170877771567307,-0.467439066426218
"2111","USDGBP/CADGBP","GBPUSD","GBPCAD","USDCAD",FALSE,-1.48295384639108,0.398367888368584,-1.20239501058736,0.15,-1.71919039719461,-1.3410274236301,2010-10-22,2011-01-22,65,65,0,0.672173617681639,0.580596376660933,0.670764737050551,-0.403951954497733
"221","CHFCAD/EURCAD","CADCHF","EURCAD","EURCHF",TRUE,-1.27271199229209,0.649491432221544,-1.03192864239899,0.15,-1.61512066730691,-0.0378121599169767,2010-10-22,2011-01-22,65,65,0,0.60858906283662,0.597924689377908,0.60842499555264,0.0522657464292181
"2211","CHFCAD/EURCAD","CADCHF","EURCAD","EURCHF",TRUE,-0.0832920768316415,0.659170090667153,-0.0675341163499796,0.15,-1.68648071666981,-0.252805766100221,2010-10-28,2011-01-28,66,65,-0.00126200116411578,0.620803314621291,0.619738960284273,0.620771061459563,0.00319833489101901
"222","JPYCAD/GBPCAD","CADJPY","GBPCAD","GBPJPY",TRUE,1.23739670125425,0.361417429398052,1.00329462263858,0.15,1.31588258196934,2.63647524158712,2010-11-09,2011-02-09,66,65,0.0187484348674887,0.583572381201878,0.536015659302413,0.582131268417046,0.273110576323266
"223","JPYGBP/CADGBP","GBPJPY","GBPCAD","CADJPY",FALSE,-1.26714940088555,0.444810991679917,-1.15173977174728,0.168150541383945,-1.46347792904346,-2.98575814711473,2010-11-25,2011-02-25,66,65,-0.0191992333467507,0.351066870052997,0.351550301083329,0.351081519478158,0.118769244545777
"231","CADAUD/EURAUD","AUDCAD","EURAUD","EURCAD",TRUE,-1.43404975032901,0.417581528330759,-1.1627430408073,0.15,-1.72675933170606,-0.720123494039845,2010-11-25,2011-02-25,66,65,-0.0217280265201364,0.36596823656214,0.450593622164726,0.368532642186461,0.0703385429291468
"2411","JPYCAD/USDCAD","CADJPY","USDCAD","USDJPY",TRUE,1.59100566447151,0.646574038957817,1.29000459281474,0.15,1.66971920125248,3.04037113867789,2010-11-25,2011-02-25,66,65,0.0241061464313865,0.619201745216926,0.601838874694405,0.618675597625335,-0.044386578189905
"2511","JPYCAD/GBPCAD","CADJPY","GBPCAD","GBPJPY",TRUE,0.343181855735988,0.361263524048801,0.278255558704855,0.15,1.69676068836154,2.65370810985692,2010-11-25,2011-02-25,66,65,0.00519972508690891,0.594351885420209,0.510674296135722,0.591816200896437,0.0791214954854714
"252","JPYCHF/CADCHF","CHFJPY","CADCHF","CADJPY",TRUE,-1.19049608472724,0.482564388459377,-1.23714239058424,0.192248714795667,-1.79988957001555,-3.10494119779504,2010-12-01,2011-03-01,64,61,-0.0558045039715892,0.54587701172058,0.343473973953412,0.533226821860132,-0.0603134286063535
"2611","USDGBP/AUDGBP","GBPUSD","GBPAUD","AUDUSD",FALSE,-1.15777254896004,0.211121981629782,-1.04816734328597,0.167486229209773,-1.50784046986334,-1.12508830814443,2010-12-01,2011-03-01,64,61,-0.0542705882325021,0.400702262207941,0.340343905864944,0.396929864936503,-0.215123266672893
"271","USDGBP/CADGBP","GBPUSD","GBPCAD","USDCAD",FALSE,-0.044318399977965,0.511431035852445,-0.0359338378199716,0.15,-1.66206815795265,-2.40634008607432,2010-12-01,2011-03-01,64,61,-0.00207742499896711,0.774597025507849,0.594020788397873,0.763311010688475,-0.0111629174712229
"2811","JPYGBP/CADGBP","GBPJPY","GBPCAD","CADJPY",FALSE,-0.583266551081715,0.446563068114544,-0.526271407478693,0.166922327712769,-2.26377218141426,-3.30954613958738,2010-12-01,2011-03-01,64,61,-0.0273406195819554,0.421238557090042,0.351550301083329,0.416883041089622,0.0173113669988381
"2911","JPYGBP/EURGBP","GBPJPY","EURGBP","EURJPY",TRUE,-1.27225730947494,0.267972996792047,-1.03155998065536,0.15,-1.53676468225217,-0.816302911489432,2010-12-01,2011-03-01,64,61,-0.0596370613816379,0.442436703507841,0.328866833848394,0.435338586654125,-0.212932095056614
"3011","JPYCAD/USDCAD","CADJPY","USDCAD","USDJPY",TRUE,0.086561536551411,0.653785907685132,0.0701850296362792,0.15,1.77012946565378,3.00131265216365,2010-12-01,2011-03-01,64,61,0.00405757202584739,0.5616010212378,0.601838874694405,0.564115887078838,-0.00776197476627746
"312","JPYCAD/GBPCAD","CADJPY","GBPCAD","GBPJPY",TRUE,0.630173916074132,0.35220796199422,0.510951823843891,0.15,2.36787155313906,2.96818703993519,2010-12-01,2011-03-01,64,61,0.029539402315975,0.577951009932581,0.510674296135722,0.573746215320277,0.139607628658705
"1911","USDJPY/GBPJPY","USDJPY","GBPJPY","GBPUSD",FALSE,-2.59798432549686,0.632573448184054,-2.10647377742989,0.15,-1.66635698579921,-0.452935239639362,2010-12-29,2011-03-29,64,61,-0.121780515257665,0.750093517576079,0.694070395148942,0.746592072424383,-0.296218598591092
"202","CHFAUD/GBPAUD","AUDCHF","GBPAUD","GBPCHF",TRUE,-2.04178980321375,0.512652724367788,-1.65550524584899,0.15,-2.44621923683949,-0.30100476202871,2010-12-29,2011-03-29,64,61,-0.0957088970256445,0.448985490394521,0.541033398934363,0.454738484678261,0.118248704058953
"212","CHFUSD/GBPUSD","USDCHF","GBPUSD","GBPCHF",TRUE,-0.644386051404537,0.387136508112874,-0.522475176814489,0.15,-2.25256878958139,-1.24429050758654,2011-01-04,2011-04-04,64,61,-0.0302055961595877,0.297309322668599,0.383775911016113,0.302713484440318,0.0544010188719897
"224","CADUSD/GBPUSD","USDCAD","GBPUSD","GBPCAD",TRUE,-1.53953033766099,0.422500753322566,-1.24826784134675,0.15,-1.85050873769095,-0.658595441608334,2011-01-04,2011-04-04,64,61,-0.072165484577859,0.354331486762107,0.360739761245931,0.354732003917346,0.104332045654682
"2311","JPYCHF/GBPCHF","CHFJPY","GBPCHF","GBPJPY",TRUE,1.16283441068784,0.421271751281379,1.10919567185095,0.176466397456406,1.6238826527741,0.71265433233834,2011-01-04,2011-04-04,64,61,0.0545078630009927,0.204978604911861,0.276466380543634,0.209446590888847,-0.246317585553908
